PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE
0002-8803_adccb1d5-7fb9-48d1-8dd9-e2a0a6a8a735,0002-8803,HUMAN OTC DRUG,Humulin,70/30,Insulin human,"INJECTION, SUSPENSION",SUBCUTANEOUS,20131107,,NDA,NDA019717,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,,
0002-8805_96565fb7-dbd9-4048-96a7-73e9c3626f6e,0002-8805,HUMAN OTC DRUG,Humulin,N,Insulin human,"INJECTION, SUSPENSION",SUBCUTANEOUS,20131107,,NDA,NDA018781,Eli Lilly and Company,INSULIN HUMAN,100,[iU]/mL,,
0002-8824_78d3163c-1688-4a57-9d91-61b0a5f1a7f4,0002-8824,HUMAN PRESCRIPTION DRUG,Humulin,R U-500 KwikPen,Insulin human,"INJECTION, SOLUTION",SUBCUTANEOUS,20151229,,NDA,NDA018780,Eli Lilly and Company,INSULIN HUMAN,500,[iU]/mL,"Insulin [Chemical/Ingredient],Insulin [EPC]",
0002-8926_1742bd54-1adb-4528-9617-5a39f07dd957,0002-8926,HUMAN PRESCRIPTION DRUG,LARTRUVO,,olaratumab,"INJECTION, SOLUTION",INTRAVENOUS,20161019,,BLA,BLA761038,Eli Lilly and Company,OLARATUMAB,10,mg/mL,,
0003-0011_37ce5129-6591-4b3f-b8dc-aad593664c37,0003-0011,HUMAN PRESCRIPTION DRUG,DAKLINZA,,daclatasvir,TABLET,ORAL,20160518,,NDA,NDA206843,"E.R. Squibb & Sons, L.L.C.",DACLATASVIR DIHYDROCHLORIDE,90,mg/1,"Hepatitis C Virus NS5A Inhibitor [EPC],P-Glycoprotein Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Breast Cancer Resistance Protein Inhibitors [MoA]",
0003-0213_37ce5129-6591-4b3f-b8dc-aad593664c37,0003-0213,HUMAN PRESCRIPTION DRUG,DAKLINZA,,daclatasvir,TABLET,ORAL,20150727,,NDA,NDA206843,"E.R. Squibb & Sons, L.L.C.",DACLATASVIR DIHYDROCHLORIDE,30,mg/1,"Hepatitis C Virus NS5A Inhibitor [EPC],P-Glycoprotein Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Breast Cancer Resistance Protein Inhibitors [MoA]",
0003-0215_37ce5129-6591-4b3f-b8dc-aad593664c37,0003-0215,HUMAN PRESCRIPTION DRUG,DAKLINZA,,daclatasvir,TABLET,ORAL,20150727,,NDA,NDA206843,"E.R. Squibb & Sons, L.L.C.",DACLATASVIR DIHYDROCHLORIDE,60,mg/1,"Hepatitis C Virus NS5A Inhibitor [EPC],P-Glycoprotein Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Breast Cancer Resistance Protein Inhibitors [MoA]",
0003-0249_7d355981-e4d6-4d06-a2b3-eb83edce221b,0003-0249,HUMAN PRESCRIPTION DRUG,HALOG,,Halcinonide,SOLUTION,TOPICAL,20090101,,NDA,NDA017823,"E.R. Squibb & Sons, L.L.C.",HALCINONIDE,1,mg/mL,"Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]",
0003-0293_6fdf8a2a-446a-4fcd-9cff-811352938e2f,0003-0293,HUMAN PRESCRIPTION DRUG,KENALOG-40,,TRIAMCINOLONE ACETONIDE,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRAMUSCULAR,20090601,,NDA,NDA014901,"E.R. Squibb & Sons, L.L.C.",TRIAMCINOLONE ACETONIDE,40,mg/mL,,
0003-0371_8cd30e49-c7bb-4f44-8de9-b0a267d6a3cb,0003-0371,HUMAN PRESCRIPTION DRUG,NULOJIX,,BELATACEPT,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20110615,,BLA,BLA125288,"E.R. Squibb & Sons, L.L.C.",BELATACEPT,250,mg/1,"T Lymphocyte Costimulation Activity Blockade [PE],Selective T Cell Costimulation Blocker [EPC],CD80-directed Antibody Interactions [MoA],CD86-directed Antibody Interactions [MoA]",
0003-0494_bf560cd2-1348-49d2-a82b-fa2eb7870f07,0003-0494,HUMAN PRESCRIPTION DRUG,KENALOG-10,,TRIAMCINOLONE ACETONIDE,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRALESIONAL,20090601,,NDA,NDA012041,"E.R. Squibb & Sons, L.L.C.",TRIAMCINOLONE ACETONIDE,10,mg/mL,,
0003-0524_f0719d03-ac55-413a-aea2-677a5cde1ff3,0003-0524,HUMAN PRESCRIPTION DRUG,SPRYCEL,,dasatinib,TABLET,ORAL,20060627,,NDA,NDA021986,"E.R. Squibb & Sons, L.L.C.",DASATINIB,70,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA]",
0003-0527_f0719d03-ac55-413a-aea2-677a5cde1ff3,0003-0527,HUMAN PRESCRIPTION DRUG,SPRYCEL,,dasatinib,TABLET,ORAL,20060627,,NDA,NDA021986,"E.R. Squibb & Sons, L.L.C.",DASATINIB,20,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA]",
0003-0528_f0719d03-ac55-413a-aea2-677a5cde1ff3,0003-0528,HUMAN PRESCRIPTION DRUG,SPRYCEL,,dasatinib,TABLET,ORAL,20060627,,NDA,NDA021986,"E.R. Squibb & Sons, L.L.C.",DASATINIB,50,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA]",
0003-0830_5f9834d9-c6d3-4f3d-aab6-c86752c696e2,0003-0830,HUMAN PRESCRIPTION DRUG,HYDREA,,HYDROXYUREA,CAPSULE,ORAL,20090601,,NDA,NDA016295,"E.R. Squibb & Sons, L.L.C.",HYDROXYUREA,500,mg/1,"Antimetabolite [EPC],Urea [Chemical/Ingredient]",
0003-0852_f0719d03-ac55-413a-aea2-677a5cde1ff3,0003-0852,HUMAN PRESCRIPTION DRUG,SPRYCEL,,dasatinib,TABLET,ORAL,20080530,,NDA,NDA021986,"E.R. Squibb & Sons, L.L.C.",DASATINIB,100,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA]",
0003-0855_f0719d03-ac55-413a-aea2-677a5cde1ff3,0003-0855,HUMAN PRESCRIPTION DRUG,SPRYCEL,,dasatinib,TABLET,ORAL,20101028,,NDA,NDA021986,"E.R. Squibb & Sons, L.L.C.",DASATINIB,80,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA]",
0003-0857_f0719d03-ac55-413a-aea2-677a5cde1ff3,0003-0857,HUMAN PRESCRIPTION DRUG,SPRYCEL,,dasatinib,TABLET,ORAL,20101028,,NDA,NDA021986,"E.R. Squibb & Sons, L.L.C.",DASATINIB,140,mg/1,"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA]",
0003-0893_85dab2fd-ac9a-4279-92e2-c1c9cf83ffb2,0003-0893,HUMAN PRESCRIPTION DRUG,ELIQUIS,,apixaban,"TABLET, FILM COATED",ORAL,20121228,,NDA,NDA202155,"E.R. Squibb & Sons, L.L.C.",APIXABAN,2.5,mg/1,"Factor Xa Inhibitor [EPC],Factor Xa Inhibitors [MoA]",
0003-0894_85dab2fd-ac9a-4279-92e2-c1c9cf83ffb2,0003-0894,HUMAN PRESCRIPTION DRUG,ELIQUIS,,apixaban,"TABLET, FILM COATED",ORAL,20121228,,NDA,NDA202155,"E.R. Squibb & Sons, L.L.C.",APIXABAN,5,mg/1,"Factor Xa Inhibitor [EPC],Factor Xa Inhibitors [MoA]",
0003-1611_cecc647b-3bcf-454f-913e-6c629b3289b1,0003-1611,HUMAN PRESCRIPTION DRUG,BARACLUDE,,entecavir,"TABLET, FILM COATED",ORAL,20050329,,NDA,NDA021797,"E.R. Squibb & Sons, L.L.C.",ENTECAVIR,0.5,mg/1,"Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1612_cecc647b-3bcf-454f-913e-6c629b3289b1,0003-1612,HUMAN PRESCRIPTION DRUG,BARACLUDE,,entecavir,"TABLET, FILM COATED",ORAL,20050329,,NDA,NDA021797,"E.R. Squibb & Sons, L.L.C.",ENTECAVIR,1,mg/1,"Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1614_cecc647b-3bcf-454f-913e-6c629b3289b1,0003-1614,HUMAN PRESCRIPTION DRUG,BARACLUDE,,entecavir,SOLUTION,ORAL,20050329,,NDA,NDA021798,"E.R. Squibb & Sons, L.L.C.",ENTECAVIR,0.05,mg/mL,"Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1964_c6c7d0ff-a3cb-4a61-8acd-aceaf2b979fd,0003-1964,HUMAN PRESCRIPTION DRUG,ZERIT,,Stavudine,"CAPSULE, GELATIN COATED",ORAL,19940624,,NDA,NDA020412,"E.R. Squibb & Sons, L.L.C.",STAVUDINE,15,mg/1,"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1965_c6c7d0ff-a3cb-4a61-8acd-aceaf2b979fd,0003-1965,HUMAN PRESCRIPTION DRUG,ZERIT,,stavudine,"CAPSULE, GELATIN COATED",ORAL,19940624,,NDA,NDA020412,"E.R. Squibb & Sons, L.L.C.",STAVUDINE,20,mg/1,"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1966_c6c7d0ff-a3cb-4a61-8acd-aceaf2b979fd,0003-1966,HUMAN PRESCRIPTION DRUG,ZERIT,,stavudine,"CAPSULE, GELATIN COATED",ORAL,19940624,,NDA,NDA020412,"E.R. Squibb & Sons, L.L.C.",STAVUDINE,30,mg/1,"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1967_c6c7d0ff-a3cb-4a61-8acd-aceaf2b979fd,0003-1967,HUMAN PRESCRIPTION DRUG,ZERIT,,stavudine,"CAPSULE, GELATIN COATED",ORAL,19940624,,NDA,NDA020412,"E.R. Squibb & Sons, L.L.C.",STAVUDINE,40,mg/1,"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-1968_c6c7d0ff-a3cb-4a61-8acd-aceaf2b979fd,0003-1968,HUMAN PRESCRIPTION DRUG,ZERIT,,stavudine,"POWDER, FOR SOLUTION",ORAL,19960906,,NDA,NDA020413,"E.R. Squibb & Sons, L.L.C.",STAVUDINE,1,mg/mL,"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleoside Analog [Chemical/Ingredient],Nucleoside Reverse Transcriptase Inhibitors [MoA]",
0003-2187_5ada8930-df4f-4371-9229-c66142f2c249,0003-2187,HUMAN PRESCRIPTION DRUG,ORENCIA,,abatacept,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20090101,,BLA,BLA125118,"E.R. Squibb & Sons, L.L.C.",ABATACEPT,250,mg/15mL,"Decreased Cytokine Activity [PE],Selective T Cell Costimulation Modulator [EPC],Recombinant Fusion Proteins [Chemical/Ingredient]",
0003-2188_5ada8930-df4f-4371-9229-c66142f2c249,0003-2188,HUMAN PRESCRIPTION DRUG,ORENCIA,,abatacept,"INJECTION, SOLUTION",SUBCUTANEOUS,20110729,,BLA,BLA125118,"E.R. Squibb & Sons, L.L.C.",ABATACEPT,125,mg/mL,"Decreased Cytokine Activity [PE],Selective T Cell Costimulation Modulator [EPC],Recombinant Fusion Proteins [Chemical/Ingredient]",
0003-2230_66c3b04a-c7ec-4784-a515-2f5601c648ba,0003-2230,HUMAN PRESCRIPTION DRUG,AZACTAM,,AZTREONAM,"INJECTION, SOLUTION",INTRAVENOUS,20100401,,NDA,NDA050632,"E.R. Squibb & Sons, L.L.C.",AZTREONAM,1,g/50mL,"Monobactam Antibacterial [EPC],Monobactams [Chemical/Ingredient]",
0003-2240_66c3b04a-c7ec-4784-a515-2f5601c648ba,0003-2240,HUMAN PRESCRIPTION DRUG,AZACTAM,,AZTREONAM,"INJECTION, SOLUTION",INTRAVENOUS,20100401,,NDA,NDA050632,"E.R. Squibb & Sons, L.L.C.",AZTREONAM,2,g/50mL,"Monobactam Antibacterial [EPC],Monobactams [Chemical/Ingredient]",
0003-2291_be84256f-8250-44f9-aef0-196432bab8f9,0003-2291,HUMAN PRESCRIPTION DRUG,EMPLICITI,,elotuzumab,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20151130,,BLA,BLA761035,"E.R. Squibb & Sons, L.L.C.",ELOTUZUMAB,300,mg/1,"SLAMF7-directed Immunostimulatory Antibody [EPC],SLAMF7-directed Antibody Interactions [MoA],Antibodies, Monoclonal [Chemical/Ingredient]",
0003-2327_073f3e6a-633a-4a0a-812d-8458c1c6d02d,0003-2327,HUMAN PRESCRIPTION DRUG,YERVOY,,ipilimumab,INJECTION,INTRAVENOUS,20110325,,BLA,BLA125377,"E.R. Squibb & Sons, L.L.C.",IPILIMUMAB,5,mg/mL,"CTLA-4-directed Blocking Antibody [EPC],CTLA-4-directed Antibody Interactions [MoA],Increased T Lymphocyte Activation [PE]",
0003-2328_073f3e6a-633a-4a0a-812d-8458c1c6d02d,0003-2328,HUMAN PRESCRIPTION DRUG,YERVOY,,ipilimumab,INJECTION,INTRAVENOUS,20110325,,BLA,BLA125377,"E.R. Squibb & Sons, L.L.C.",IPILIMUMAB,5,mg/mL,"CTLA-4-directed Blocking Antibody [EPC],CTLA-4-directed Antibody Interactions [MoA],Increased T Lymphocyte Activation [PE]",
0003-2560_a61e1b87-53c7-40d6-b30c-7b00f851e17c,0003-2560,HUMAN PRESCRIPTION DRUG,AZACTAM,,AZTREONAM,"INJECTION, POWDER, FOR SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20100401,,NDA,NDA050580,"E.R. Squibb & Sons, L.L.C.",AZTREONAM,1,g/1,"Monobactam Antibacterial [EPC],Monobactams [Chemical/Ingredient]",
0003-2570_a61e1b87-53c7-40d6-b30c-7b00f851e17c,0003-2570,HUMAN PRESCRIPTION DRUG,AZACTAM,,AZTREONAM,"INJECTION, POWDER, FOR SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20100401,,NDA,NDA050580,"E.R. Squibb & Sons, L.L.C.",AZTREONAM,2,g/1,"Monobactam Antibacterial [EPC],Monobactams [Chemical/Ingredient]",
0003-2814_5ada8930-df4f-4371-9229-c66142f2c249,0003-2814,HUMAN PRESCRIPTION DRUG,ORENCIA,,abatacept,"INJECTION, SOLUTION",SUBCUTANEOUS,20110729,,BLA,BLA125118,"E.R. Squibb & Sons, L.L.C.",ABATACEPT,50,mg/.4mL,"Decreased Cytokine Activity [PE],Selective T Cell Costimulation Modulator [EPC],Recombinant Fusion Proteins [Chemical/Ingredient]",
0003-2818_5ada8930-df4f-4371-9229-c66142f2c249,0003-2818,HUMAN PRESCRIPTION DRUG,ORENCIA,,abatacept,"INJECTION, SOLUTION",SUBCUTANEOUS,20110729,,BLA,BLA125118,"E.R. Squibb & Sons, L.L.C.",ABATACEPT,87.5,mg/.7mL,"Decreased Cytokine Activity [PE],Selective T Cell Costimulation Modulator [EPC],Recombinant Fusion Proteins [Chemical/Ingredient]",
0003-3622_19b70559-4f35-43b8-9fb9-104d134828e4,0003-3622,HUMAN PRESCRIPTION DRUG,REYATAZ,,ATAZANAVIR,"CAPSULE, GELATIN COATED",ORAL,20030624,,NDA,NDA021567,"E.R. Squibb & Sons, L.L.C.",ATAZANAVIR SULFATE,300,mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]",
0003-3624_19b70559-4f35-43b8-9fb9-104d134828e4,0003-3624,HUMAN PRESCRIPTION DRUG,REYATAZ,,ATAZANAVIR,"CAPSULE, GELATIN COATED",ORAL,20030624,,NDA,NDA021567,"E.R. Squibb & Sons, L.L.C.",ATAZANAVIR SULFATE,150,mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]",
0003-3631_19b70559-4f35-43b8-9fb9-104d134828e4,0003-3631,HUMAN PRESCRIPTION DRUG,REYATAZ,,ATAZANAVIR,"CAPSULE, GELATIN COATED",ORAL,20030624,,NDA,NDA021567,"E.R. Squibb & Sons, L.L.C.",ATAZANAVIR SULFATE,200,mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]",
0003-3638_19b70559-4f35-43b8-9fb9-104d134828e4,0003-3638,HUMAN PRESCRIPTION DRUG,REYATAZ,,ATAZANAVIR,POWDER,ORAL,20141219,,NDA,NDA206352,"E.R. Squibb & Sons, L.L.C.",ATAZANAVIR SULFATE,50,mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]",
0003-3641_a85ac210-0d90-457c-827b-7b7bc64681e2,0003-3641,HUMAN PRESCRIPTION DRUG,EVOTAZ,,atazanavir and cobicistat,TABLET,ORAL,20150129,,NDA,NDA206353,"E.R. Squibb & Sons, L.L.C.",ATAZANAVIR SULFATE; COBICISTAT,300; 150,mg/1; mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 3A Inhibitor [EPC],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Breast Cancer Resistance Protein Inhibitors [MoA]",
0003-3772_0d2608e9-4cf2-4730-91ba-32175d2b50a7,0003-3772,HUMAN PRESCRIPTION DRUG,OPDIVO,,nivolumab,INJECTION,INTRAVENOUS,20141222,,BLA,BLA125554,"E.R. Squibb & Sons, L.L.C.",NIVOLUMAB,10,mg/mL,"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]",
0003-3774_0d2608e9-4cf2-4730-91ba-32175d2b50a7,0003-3774,HUMAN PRESCRIPTION DRUG,OPDIVO,,nivolumab,INJECTION,INTRAVENOUS,20141222,,BLA,BLA125554,"E.R. Squibb & Sons, L.L.C.",NIVOLUMAB,10,mg/mL,"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]",
0003-4522_be84256f-8250-44f9-aef0-196432bab8f9,0003-4522,HUMAN PRESCRIPTION DRUG,EMPLICITI,,elotuzumab,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20151130,,BLA,BLA761035,"E.R. Squibb & Sons, L.L.C.",ELOTUZUMAB,400,mg/1,"SLAMF7-directed Immunostimulatory Antibody [EPC],SLAMF7-directed Antibody Interactions [MoA],Antibodies, Monoclonal [Chemical/Ingredient]",
0003-5178_2f2e9096-5021-4425-8195-1cbd5d921dfc,0003-5178,HUMAN PRESCRIPTION DRUG,PRAVACHOL,,PRAVASTATIN SODIUM,TABLET,ORAL,20090601,,NDA,NDA019898,"E.R. Squibb & Sons, L.L.C.",PRAVASTATIN SODIUM,20,mg/1,"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]",
0003-5194_2f2e9096-5021-4425-8195-1cbd5d921dfc,0003-5194,HUMAN PRESCRIPTION DRUG,PRAVACHOL,,PRAVASTATIN SODIUM,TABLET,ORAL,20090601,,NDA,NDA019898,"E.R. Squibb & Sons, L.L.C.",PRAVASTATIN SODIUM,40,mg/1,"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]",
0003-5195_2f2e9096-5021-4425-8195-1cbd5d921dfc,0003-5195,HUMAN PRESCRIPTION DRUG,PRAVACHOL,,PRAVASTATIN SODIUM,TABLET,ORAL,20090601,,NDA,NDA019898,"E.R. Squibb & Sons, L.L.C.",PRAVASTATIN SODIUM,80,mg/1,"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]",
0003-6335_a8bc29c3-232a-445e-831d-f167031da663,0003-6335,HUMAN PRESCRIPTION DRUG,DROXIA,,HYDROXYUREA,CAPSULE,ORAL,20090601,,NDA,NDA016295,"E.R. Squibb & Sons, L.L.C.",HYDROXYUREA,200,mg/1,"Antimetabolite [EPC],Urea [Chemical/Ingredient]",
0003-6336_a8bc29c3-232a-445e-831d-f167031da663,0003-6336,HUMAN PRESCRIPTION DRUG,DROXIA,,HYDROXYUREA,CAPSULE,ORAL,20090601,,NDA,NDA016295,"E.R. Squibb & Sons, L.L.C.",HYDROXYUREA,300,mg/1,"Antimetabolite [EPC],Urea [Chemical/Ingredient]",
0003-6337_a8bc29c3-232a-445e-831d-f167031da663,0003-6337,HUMAN PRESCRIPTION DRUG,DROXIA,,HYDROXYUREA,CAPSULE,ORAL,20090601,,NDA,NDA016295,"E.R. Squibb & Sons, L.L.C.",HYDROXYUREA,400,mg/1,"Antimetabolite [EPC],Urea [Chemical/Ingredient]",
0004-0038_56501016-bcc9-49f9-a249-43071c390211,0004-0038,HUMAN PRESCRIPTION DRUG,Valcyte,,valganciclovir hydrochloride,"TABLET, FILM COATED",ORAL,20010329,,NDA,NDA021304,"Genentech, Inc.",VALGANCICLOVIR HYDROCHLORIDE,450,mg/1,"Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],DNA Polymerase Inhibitors [MoA],Nucleoside Analog [Chemical/Ingredient],Nucleoside Analog Antiviral [EPC]",
0004-0039_56501016-bcc9-49f9-a249-43071c390211,0004-0039,HUMAN PRESCRIPTION DRUG,Valcyte,,valganciclovir hydrochloride,"POWDER, FOR SOLUTION",ORAL,20090828,,NDA,NDA022257,"Genentech, Inc.",VALGANCICLOVIR HYDROCHLORIDE,50,mg/mL,"Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],DNA Polymerase Inhibitors [MoA],Nucleoside Analog [Chemical/Ingredient],Nucleoside Analog Antiviral [EPC]",
0004-0058_9b22f7ab-41df-4094-b72b-2721344fd976,0004-0058,HUMAN PRESCRIPTION DRUG,Klonopin,,Clonazepam,TABLET,ORAL,19750602,,NDA,NDA017533,"Genentech, Inc.",CLONAZEPAM,1,mg/1,"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]",CIV
0004-0068_9b22f7ab-41df-4094-b72b-2721344fd976,0004-0068,HUMAN PRESCRIPTION DRUG,Klonopin,,Clonazepam,TABLET,ORAL,19750602,,NDA,NDA017533,"Genentech, Inc.",CLONAZEPAM,0.5,mg/1,"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]",CIV
0004-0086_b6c64bc6-3918-427c-8ef2-bd7ab7ce01c8,0004-0086,HUMAN PRESCRIPTION DRUG,Copegus,,Ribavirin,"TABLET, FILM COATED",ORAL,20021203,,NDA,NDA021511,"Genentech, Inc.",RIBAVIRIN,200,mg/1,"Nucleoside Analog [Chemical/Ingredient],Nucleoside Analog Antiviral [EPC]",
0004-0098_9b22f7ab-41df-4094-b72b-2721344fd976,0004-0098,HUMAN PRESCRIPTION DRUG,Klonopin,,Clonazepam,TABLET,ORAL,19750602,,NDA,NDA017533,"Genentech, Inc.",CLONAZEPAM,2,mg/1,"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]",CIV
0004-0186_4c65ed19-ef93-443d-ad40-0a1838fb0b2a,0004-0186,HUMAN PRESCRIPTION DRUG,Boniva,,ibandronate sodium,"TABLET, FILM COATED",ORAL,20020715,,NDA,NDA021455,"Genentech, Inc.",IBANDRONATE SODIUM,150,mg/1,"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]",
0004-0191_2fbd353f-ae14-484d-a84b-d5b0e34173f3,0004-0191,HUMAN PRESCRIPTION DRUG,Boniva,,ibandronate sodium,"INJECTION, SOLUTION",INTRAVENOUS,20110601,,NDA,NDA021858,"Genentech, Inc.",IBANDRONATE SODIUM,3,mg/3mL,"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]",
0004-0244_6d9b8bd6-0351-4c02-a0e4-ee880b9a26e5,0004-0244,HUMAN PRESCRIPTION DRUG,Invirase,,saquinavir mesylate,"TABLET, FILM COATED",ORAL,20041217,,NDA,NDA021785,"Genentech, Inc.",SAQUINAVIR MESYLATE,500,mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],Cytochrome P450 3A Inhibitors [MoA]",
0004-0245_6d9b8bd6-0351-4c02-a0e4-ee880b9a26e5,0004-0245,HUMAN PRESCRIPTION DRUG,Invirase,,saquinavir mesylate,CAPSULE,ORAL,19951206,,NDA,NDA020628,"Genentech, Inc.",SAQUINAVIR MESYLATE,200,mg/1,"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],Cytochrome P450 3A Inhibitors [MoA]",
0004-0257_c34001f0-9f46-4b8b-a4b4-3e78e0f2aac5,0004-0257,HUMAN PRESCRIPTION DRUG,Xenical,,orlistat,CAPSULE,ORAL,20101217,,NDA,NDA020766,"Genentech, Inc.",ORLISTAT,120,mg/1,"Intestinal Lipase Inhibitor [EPC],Lipase Inhibitors [MoA]",
